Namespace(bidirection=True, checkpoint='checkpoint', crf=True, epoch=100, gpu=['1'], seed=1, weighted_tag=False)
word table length: 55004

----------- Epoch: 0 / 100  -----------
Iter  0    loss: tensor([510.6261], device='cuda:0', grad_fn=<AddBackward0>)
Iter  800    loss: tensor([5.0625], device='cuda:0', grad_fn=<DivBackward0>)
Iter  900    loss: tensor([3.8947], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1000    loss: tensor([4.3353], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1100    loss: tensor([4.5218], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1200    loss: tensor([4.9694], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1300    loss: tensor([4.2888], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1400    loss: tensor([4.4974], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1500    loss: tensor([4.3773], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1600    loss: tensor([5.7026], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1700    loss: tensor([4.7267], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1800    loss: tensor([4.8213], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1900    loss: tensor([4.9019], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2000    loss: tensor([4.7481], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2100    loss: tensor([4.6813], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2200    loss: tensor([4.2752], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2300    loss: tensor([5.8103], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2400    loss: tensor([4.3043], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2500    loss: tensor([4.9177], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2600    loss: tensor([4.3669], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2700    loss: tensor([3.6918], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2800    loss: tensor([4.4874], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2900    loss: tensor([4.6954], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3000    loss: tensor([4.4917], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3100    loss: tensor([5.0072], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3200    loss: tensor([5.2182], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3300    loss: tensor([4.6396], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3400    loss: tensor([4.4193], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3500    loss: tensor([3.7069], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3600    loss: tensor([4.5169], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3700    loss: tensor([5.1354], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3800    loss: tensor([4.3060], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3900    loss: tensor([5.5585], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4000    loss: tensor([3.6513], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4100    loss: tensor([5.3928], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4200    loss: tensor([4.6036], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4300    loss: tensor([4.3078], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4400    loss: tensor([3.0373], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4500    loss: tensor([3.7245], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4600    loss: tensor([5.2794], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4700    loss: tensor([5.1271], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4800    loss: tensor([3.3749], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4900    loss: tensor([4.9242], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5000    loss: tensor([4.3414], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5100    loss: tensor([3.2912], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5200    loss: tensor([4.1646], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5300    loss: tensor([3.9972], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5400    loss: tensor([3.0423], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5500    loss: tensor([3.6489], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5600    loss: tensor([4.0832], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5700    loss: tensor([4.2751], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5800    loss: tensor([3.6192], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5900    loss: tensor([4.6451], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6000    loss: tensor([3.9907], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6100    loss: tensor([3.5735], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6200    loss: tensor([3.5453], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6300    loss: tensor([3.5901], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6400    loss: tensor([4.6038], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6500    loss: tensor([3.4177], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6600    loss: tensor([3.9811], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6700    loss: tensor([4.1801], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6800    loss: tensor([4.6383], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6900    loss: tensor([4.4030], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7000    loss: tensor([3.4879], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7100    loss: tensor([4.5229], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7200    loss: tensor([4.0239], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7300    loss: tensor([5.1832], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7400    loss: tensor([3.9562], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7500    loss: tensor([4.6752], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7600    loss: tensor([4.7985], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7700    loss: tensor([3.4573], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7800    loss: tensor([4.1722], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7900    loss: tensor([4.2145], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8000    loss: tensor([4.2732], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8100    loss: tensor([4.5509], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8200    loss: tensor([4.6561], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8300    loss: tensor([5.7358], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8400    loss: tensor([4.3170], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8500    loss: tensor([4.3525], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8600    loss: tensor([3.4834], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8700    loss: tensor([3.8098], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8800    loss: tensor([4.0541], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8900    loss: tensor([3.3817], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9000    loss: tensor([3.5643], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9100    loss: tensor([4.0134], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9200    loss: tensor([4.7456], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9300    loss: tensor([3.1850], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9400    loss: tensor([4.1639], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9500    loss: tensor([3.4356], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9600    loss: tensor([4.2404], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9700    loss: tensor([3.6311], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9800    loss: tensor([4.3565], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9900    loss: tensor([4.5095], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10000    loss: tensor([3.6356], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10100    loss: tensor([4.6680], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10200    loss: tensor([3.4829], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10300    loss: tensor([4.7299], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10400    loss: tensor([4.7201], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10500    loss: tensor([4.2213], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10600    loss: tensor([4.2322], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10700    loss: tensor([5.0974], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10800    loss: tensor([3.9141], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10900    loss: tensor([4.4274], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11000    loss: tensor([3.4222], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11100    loss: tensor([4.1952], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11200    loss: tensor([3.6851], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11300    loss: tensor([3.4071], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11400    loss: tensor([3.6325], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11500    loss: tensor([5.5175], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11600    loss: tensor([3.8333], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11700    loss: tensor([4.9739], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11800    loss: tensor([3.0139], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11900    loss: tensor([4.4342], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12000    loss: tensor([3.3928], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12100    loss: tensor([4.2693], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12200    loss: tensor([3.3477], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12300    loss: tensor([2.8209], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12400    loss: tensor([4.9423], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12500    loss: tensor([3.6035], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12600    loss: tensor([3.6033], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12700    loss: tensor([3.7368], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12800    loss: tensor([3.7063], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12900    loss: tensor([4.7844], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13000    loss: tensor([3.3495], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13100    loss: tensor([3.2565], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13200    loss: tensor([3.2328], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13300    loss: tensor([3.4711], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13400    loss: tensor([3.6007], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13500    loss: tensor([3.2652], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13600    loss: tensor([3.5998], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13700    loss: tensor([2.9300], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13800    loss: tensor([3.9242], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13900    loss: tensor([3.6580], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14000    loss: tensor([3.3098], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14100    loss: tensor([4.4043], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14200    loss: tensor([3.9795], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14300    loss: tensor([3.3218], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14400    loss: tensor([4.9991], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14500    loss: tensor([3.5850], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14600    loss: tensor([4.2810], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14700    loss: tensor([3.5224], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14800    loss: tensor([4.1338], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14900    loss: tensor([4.2859], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15000    loss: tensor([3.7126], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15100    loss: tensor([3.8216], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15200    loss: tensor([2.9000], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15300    loss: tensor([6.6316], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15400    loss: tensor([3.4790], device='cuda:0', grad_fn=<DivBackward0>)
Time use: 11511.812843
**********Testing...
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Max accuracy's model is saved in  checkpoint/epoch_max_accuracy.pkl
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Acc: 0.9523048467326306 ( 212124 / 222748 )    Max acc so far: 0.9523048467326306

----------- Epoch: 5 / 100  -----------
Iter  0    loss: tensor([18.9248], device='cuda:0', grad_fn=<AddBackward0>)
Iter  100    loss: tensor([4.0137], device='cuda:0', grad_fn=<DivBackward0>)
Iter  200    loss: tensor([4.1903], device='cuda:0', grad_fn=<DivBackward0>)
Iter  300    loss: tensor([3.2613], device='cuda:0', grad_fn=<DivBackward0>)
Iter  400    loss: tensor([3.8924], device='cuda:0', grad_fn=<DivBackward0>)
Iter  500    loss: tensor([3.2384], device='cuda:0', grad_fn=<DivBackward0>)
Iter  600    loss: tensor([3.9369], device='cuda:0', grad_fn=<DivBackward0>)
Iter  700    loss: tensor([2.4287], device='cuda:0', grad_fn=<DivBackward0>)
Iter  800    loss: tensor([3.3908], device='cuda:0', grad_fn=<DivBackward0>)
Iter  900    loss: tensor([2.7963], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1000    loss: tensor([3.0244], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1100    loss: tensor([3.3710], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1200    loss: tensor([3.3091], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1300    loss: tensor([2.8921], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1400    loss: tensor([3.0765], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1500    loss: tensor([3.0008], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1600    loss: tensor([4.1909], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1700    loss: tensor([3.3417], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1800    loss: tensor([3.3474], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1900    loss: tensor([3.5223], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2000    loss: tensor([3.2782], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2100    loss: tensor([3.4384], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2200    loss: tensor([3.3088], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2300    loss: tensor([4.0572], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2400    loss: tensor([3.1758], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2500    loss: tensor([3.5339], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2600    loss: tensor([2.9759], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2700    loss: tensor([2.6088], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2800    loss: tensor([3.2514], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2900    loss: tensor([3.3405], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3000    loss: tensor([3.2394], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3100    loss: tensor([3.4755], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3200    loss: tensor([3.7562], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3300    loss: tensor([3.5003], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3400    loss: tensor([2.8076], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3500    loss: tensor([2.7461], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3600    loss: tensor([3.2190], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3700    loss: tensor([3.7654], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3800    loss: tensor([3.0820], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3900    loss: tensor([3.8339], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4000    loss: tensor([2.5536], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4100    loss: tensor([3.8207], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4200    loss: tensor([3.5642], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4300    loss: tensor([3.2419], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4400    loss: tensor([1.9917], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4500    loss: tensor([2.3692], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4600    loss: tensor([3.8358], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4700    loss: tensor([3.7051], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4800    loss: tensor([2.5869], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4900    loss: tensor([3.3381], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5000    loss: tensor([2.8333], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5100    loss: tensor([2.0512], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5200    loss: tensor([2.9845], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5300    loss: tensor([2.7321], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5400    loss: tensor([2.2304], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5500    loss: tensor([2.8044], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5600    loss: tensor([2.8480], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5700    loss: tensor([3.0981], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5800    loss: tensor([2.5595], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5900    loss: tensor([3.4069], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6000    loss: tensor([2.9044], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6100    loss: tensor([2.5551], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6200    loss: tensor([2.6537], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6300    loss: tensor([2.4567], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6400    loss: tensor([3.1976], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6500    loss: tensor([2.6079], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6600    loss: tensor([2.7700], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6700    loss: tensor([2.7669], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6800    loss: tensor([3.3395], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6900    loss: tensor([2.8828], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7000    loss: tensor([2.7126], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7100    loss: tensor([3.3355], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7200    loss: tensor([3.1393], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7300    loss: tensor([3.4750], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7400    loss: tensor([2.7799], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7500    loss: tensor([3.1713], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7600    loss: tensor([3.4755], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7700    loss: tensor([2.4897], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7800    loss: tensor([2.9207], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7900    loss: tensor([2.9133], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8000    loss: tensor([3.1389], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8100    loss: tensor([3.2973], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8200    loss: tensor([3.2024], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8300    loss: tensor([4.0510], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8400    loss: tensor([3.1173], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8500    loss: tensor([3.1917], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8600    loss: tensor([2.6084], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8700    loss: tensor([2.7764], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8800    loss: tensor([2.9397], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8900    loss: tensor([2.5330], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9000    loss: tensor([2.5299], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9100    loss: tensor([2.8115], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9200    loss: tensor([3.3997], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9300    loss: tensor([2.2243], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9400    loss: tensor([3.0686], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9500    loss: tensor([2.4096], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9600    loss: tensor([3.1063], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9700    loss: tensor([2.4767], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9800    loss: tensor([3.0124], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9900    loss: tensor([3.2676], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10000    loss: tensor([2.3994], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10100    loss: tensor([3.3096], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10200    loss: tensor([2.6936], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10300    loss: tensor([3.3408], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10400    loss: tensor([3.2685], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10500    loss: tensor([3.1912], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10600    loss: tensor([2.8132], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10700    loss: tensor([3.5970], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10800    loss: tensor([3.0617], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10900    loss: tensor([2.7930], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11000    loss: tensor([2.4098], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11100    loss: tensor([2.8336], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11200    loss: tensor([2.5988], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11300    loss: tensor([2.7130], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11400    loss: tensor([2.3167], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11500    loss: tensor([4.0524], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11600    loss: tensor([2.6281], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11700    loss: tensor([3.4509], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11800    loss: tensor([2.3558], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11900    loss: tensor([3.2816], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12000    loss: tensor([2.3253], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12100    loss: tensor([2.9535], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12200    loss: tensor([2.6342], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12300    loss: tensor([1.9263], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12400    loss: tensor([3.4326], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12500    loss: tensor([2.4705], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12600    loss: tensor([2.4807], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12700    loss: tensor([2.5069], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12800    loss: tensor([2.5912], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12900    loss: tensor([3.0144], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13000    loss: tensor([2.3252], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13100    loss: tensor([2.5071], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13200    loss: tensor([2.1696], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13300    loss: tensor([2.3277], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13400    loss: tensor([2.5446], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13500    loss: tensor([2.1635], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13600    loss: tensor([2.5127], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13700    loss: tensor([2.3436], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13800    loss: tensor([2.7728], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13900    loss: tensor([2.5359], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14000    loss: tensor([2.4133], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14100    loss: tensor([3.1051], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14200    loss: tensor([2.9730], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14300    loss: tensor([2.3604], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14400    loss: tensor([3.2791], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14500    loss: tensor([2.5706], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14600    loss: tensor([2.8405], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14700    loss: tensor([2.5162], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14800    loss: tensor([2.9030], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14900    loss: tensor([2.8188], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15000    loss: tensor([2.6018], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15100    loss: tensor([2.7455], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15200    loss: tensor([2.1498], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15300    loss: tensor([4.4261], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15400    loss: tensor([2.1972], device='cuda:0', grad_fn=<DivBackward0>)
Time use: 11245.813751999995
**********Testing...
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Max accuracy's model is saved in  checkpoint/epoch_max_accuracy.pkl
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Acc: 0.9539165334817821 ( 212483 / 222748 )    Max acc so far: 0.9539165334817821

----------- Epoch: 6 / 100  -----------
Iter  0    loss: tensor([22.8877], device='cuda:0', grad_fn=<AddBackward0>)
Iter  100    loss: tensor([2.7178], device='cuda:0', grad_fn=<DivBackward0>)
Iter  200    loss: tensor([2.8709], device='cuda:0', grad_fn=<DivBackward0>)
Iter  300    loss: tensor([2.1366], device='cuda:0', grad_fn=<DivBackward0>)
Iter  400    loss: tensor([2.8955], device='cuda:0', grad_fn=<DivBackward0>)
Iter  500    loss: tensor([2.4438], device='cuda:0', grad_fn=<DivBackward0>)
Iter  600    loss: tensor([2.6720], device='cuda:0', grad_fn=<DivBackward0>)
Iter  700    loss: tensor([1.5975], device='cuda:0', grad_fn=<DivBackward0>)
Iter  800    loss: tensor([2.3028], device='cuda:0', grad_fn=<DivBackward0>)
Iter  900    loss: tensor([1.7859], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1000    loss: tensor([2.0328], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1100    loss: tensor([2.5842], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1200    loss: tensor([2.3636], device='cuda:0', grad_fn=<DivBackward0>)
